Time,Tm,Rh,Na,Np,Li,H2s,Nh3,No2,Pm2,Pm10,Voc
2024-05-07 02:55:21,28,76,46,47,2,0,58,1,8,8,76
2024-05-07 03:00:22,28,78,46,47,3,0,71,1,10,10,193
2024-05-07 03:05:22,28,75,46,49,3,0,59,1,7,7,52
2024-05-07 03:10:23,28,74,46,47,3,0,54,1,8,8,25
2024-05-07 03:15:24,28,77,46,104,3,0,62,1,9,9,73
2024-05-07 03:20:25,28,76,46,52,3,0,69,1,9,9,104
2024-05-07 03:25:25,28,76,46,47,3,0,58,1,8,8,52
2024-05-07 03:30:26,28,76,46,47,5,0,61,1,9,9,51
2024-05-07 03:35:26,28,75,46,54,3,0,60,1,7,7,61
2024-05-07 03:40:27,28,76,46,47,3,0,65,1,7,7,98
2024-05-07 03:45:28,28,75,46,48,3,0,59,1,7,7,48
2024-05-07 03:50:29,28,75,46,47,3,0,57,1,8,8,59
2024-05-07 03:55:29,28,75,46,47,3,0,60,1,7,7,61
2024-05-07 04:00:30,28,75,46,47,2,0,62,1,8,8,77
2024-05-07 04:05:30,28,76,46,47,3,0,62,1,8,8,89
2024-05-07 04:10:31,28,75,46,60,3,0,61,1,8,8,65
2024-05-07 04:15:32,28,75,46,47,3,0,56,1,9,9,47
2024-05-07 04:20:33,28,74,46,77,3,0,61,1,8,8,80
2024-05-07 04:25:33,28,75,46,47,3,0,58,1,8,8,51
2024-05-07 04:30:34,28,74,46,47,3,1,54,1,6,6,32
2024-05-07 04:35:35,28,74,46,47,3,0,55,1,7,7,34
2024-05-07 04:40:37,27,75,46,47,4,1,61,1,7,7,70
2024-05-07 04:45:36,27,74,46,54,3,0,56,1,6,6,46
2024-05-07 04:50:37,27,75,46,47,3,0,60,1,7,7,48
2024-05-07 04:55:38,27,76,46,71,3,0,65,1,8,8,86
2024-05-07 05:00:38,27,74,46,67,3,0,55,1,7,7,32
2024-05-07 05:05:39,27,76,46,48,3,0,63,1,57,57,87
2024-05-07 05:10:40,27,77,46,53,3,1,69,1,10,10,99
2024-05-07 05:15:41,27,74,46,47,3,0,53,1,7,7,24
2024-05-07 05:20:41,27,76,46,86,4,0,59,1,13,13,47
2024-05-07 05:25:42,27,76,46,47,4,1,60,1,11,11,83
2024-05-07 05:30:43,27,75,46,48,3,0,60,1,7,7,68
2024-05-07 05:35:44,27,76,46,47,2,1,63,1,6,6,83
2024-05-07 05:40:44,27,77,46,65,4,0,67,1,7,7,76
2024-05-07 05:45:45,27,74,46,81,3,0,52,1,7,7,26
2024-05-07 05:50:46,27,74,46,135,3,0,57,1,11,11,31
2024-05-07 05:55:46,27,75,46,47,3,0,61,1,18,18,66
2024-05-07 06:00:47,27,75,46,50,3,0,63,1,216,216,57
2024-05-07 06:05:48,27,75,46,50,3,0,65,1,305,305,76
2024-05-07 06:10:48,27,75,46,82,4,0,59,1,40,40,40
2024-05-07 06:15:49,27,76,47,89,3,0,66,1,12,12,92
2024-05-07 06:20:50,27,76,46,118,14,0,68,1,13,13,90
2024-05-07 06:25:50,27,76,47,75,26,1,65,1,221,221,79
2024-05-07 06:30:51,27,78,48,134,84,0,64,1,135,135,102
2024-05-07 06:35:52,27,76,48,161,175,0,67,1,83,83,54
2024-05-07 06:40:52,27,77,46,60,245,0,65,1,133,133,66
2024-05-07 06:45:53,27,78,49,187,226,0,74,1,117,117,149
2024-05-07 06:50:54,27,75,49,250,202,0,60,1,0,0,44
2024-05-07 06:55:55,27,77,47,165,361,0,61,1,13,13,56
